"","belief_benef_low","belief_benef_high","value_AM_infty","max_invest"
"1725",0.66,0.82,7.03722689655172,36.8809095045266
"1726",0.66,0.84,7.05175724137931,37.0140954453543
"1727",0.66,0.86,7.0662875862069,37.1454382828147
"1728",0.66,0.88,7.08081793103448,37.2749883332345
"1729",0.66,0.9,7.09534827586207,37.4027938802187
"1730",0.66,0.92,7.10987862068965,37.5289012826894
"1731",0.66,0.94,7.12440896551724,37.6533550758421
"1732",0.66,0.96,7.13893931034483,37.7761980655674
"1733",0.66,0.98,7.15346965517241,37.8974714168404
"1734",0.66,1,7.168,38.0172147365335
"1735",0.68,0,6.57978021978022,31.294500753799
"1736",0.68,0.02,6.57978021978022,31.294500753799
"1737",0.68,0.04,6.57978021978022,31.294500753799
"1738",0.68,0.06,6.57978021978022,31.294500753799
"1739",0.68,0.08,6.57978021978022,31.2945007537991
"1740",0.68,0.1,6.57978021978022,31.2945007537991
"1741",0.68,0.12,6.57978021978022,31.294500753799
"1742",0.68,0.14,6.57978021978022,31.294500753799
"1743",0.68,0.16,6.58668689655172,31.4086591636897
"1744",0.68,0.18,6.60138482758621,31.6471208844317
"1745",0.68,0.2,6.61608275862069,31.8797379299723
"1746",0.68,0.22,6.63078068965517,32.1067899643552
"1747",0.68,0.24,6.64547862068966,32.3285370471188
"1748",0.68,0.26,6.66017655172414,32.5452214239085
"1749",0.68,0.28,6.67487448275862,32.757069117208
"1750",0.68,0.3,6.6895724137931,32.9642913433812
"1751",0.68,0.32,6.70427034482759,33.1670857782973
"1752",0.68,0.34,6.71896827586207,33.3656376905487
"1753",0.68,0.36,6.73366620689655,33.5601209585438
"1754",0.68,0.38,6.74836413793104,33.7506989854687
"1755",0.68,0.4,6.76306206896552,33.9375255241827
"1756",0.68,0.42,6.77776,34.1207454224803
"1757",0.68,0.44,6.79245793103448,34.3004952977717
"1758",0.68,0.46,6.80715586206897,34.476904149054
"1759",0.68,0.48,6.82185379310345,34.6500939130394
"1760",0.68,0.5,6.83655172413793,34.8201799704468
"1761",0.68,0.52,6.85124965517241,34.9872716077211
"1762",0.68,0.54,6.8659475862069,35.1514724388075
"1763",0.68,0.56,6.88064551724138,35.3128807910586
"1764",0.68,0.58,6.89534344827586,35.4715900588714
"1765",0.68,0.6,6.91004137931035,35.6276890282408
"1766",0.68,0.62,6.92473931034483,35.7812621750525
"1767",0.68,0.64,6.93943724137931,35.9323899396249
"1768",0.68,0.66,6.95413517241379,36.0811489797338
"1769",0.68,0.68,6.96883310344828,36.2276124041123
"1770",0.68,0.7,6.98353103448276,36.3718499882067
"1771",0.68,0.72,6.99822896551724,36.5139283737814
"1772",0.68,0.74,7.01292689655172,36.653911253804
"1773",0.68,0.76,7.02762482758621,36.7918595438922
"1774",0.68,0.78,7.04232275862069,36.9278315414794
"1775",0.68,0.8,7.05702068965517,37.0618830737392
"1776",0.68,0.82,7.07171862068966,37.1940676352079
"1777",0.68,0.84,7.08641655172414,37.3244365159551
"1778",0.68,0.86,7.10111448275862,37.4530389210697
"1779",0.68,0.88,7.1158124137931,37.5799220821591
"1780",0.68,0.9,7.13051034482759,37.7051313614927
"1781",0.68,0.92,7.14520827586207,37.8287103493657
