"belief_benef_low","belief_benef_high","max_invest","value_AM_infty","policy"
0.48,0.56,36,7.8199525472,"2-2"
0.48,0.58,36,7.8290621504,"2-2"
0.48,0.6,36,7.838173616,"2-2"
0.48,0.62,36,7.8472703104,"2-2"
0.48,0.64,36,7.856379888,"2-2"
0.48,0.66,37,7.8654995248,"2-2"
0.48,0.68,37,7.8746487424,"2-2"
0.48,0.7,37,7.883844408,"2-2"
0.48,0.72,37,7.8930555232,"2-2"
0.48,0.74,37,7.9022815136,"2-2"
0.48,0.76,37,7.9115052192,"2-2"
0.48,0.78,38,7.9207193984,"2-2"
0.48,0.8,38,7.929940832,"2-2"
0.48,0.82,38,7.9391798592,"2-2"
0.48,0.84,38,7.9484463072,"2-2"
0.48,0.86,38,7.9577381056,"2-2"
0.48,0.88,38,7.9670199392,"2-2"
0.48,0.9,38,7.976311984,"2-2"
0.48,0.92,39,7.985617936,"2-2"
0.48,0.94,39,7.994948512,"2-2"
0.48,0.96,39,8.0042696384,"2-2"
0.48,0.98,39,8.0136392544,"2-2"
0.48,1,39,8.02303408,"2-2"
0.5,0,31,7.635759,"2-1"
0.5,0.02,31,7.63577616,"2-1"
0.5,0.04,31,7.63578236,"2-1"
0.5,0.06,31,7.63578954,"2-1"
0.5,0.08,31,7.63682884,"2-1"
0.5,0.1,31,7.6423959,"2-2"
0.5,0.12,31,7.64875688,"2-2"
0.5,0.14,31,7.65513852,"2-2"
0.5,0.16,31,7.66214552,"2-2"
0.5,0.18,32,7.6699458,"2-2"
0.5,0.2,32,7.6781872,"2-2"
0.5,0.22,32,7.68644506,"2-2"
0.5,0.24,33,7.69475044,"2-2"
0.5,0.26,33,7.70299248,"2-2"
0.5,0.28,33,7.71127948,"2-2"
0.5,0.3,33,7.7199272,"2-2"
0.5,0.32,33,7.72866088,"2-2"
0.5,0.34,34,7.73754606,"2-2"
0.5,0.36,34,7.74645528,"2-2"
0.5,0.38,34,7.75537078,"2-2"
0.5,0.4,34,7.7642854,"2-2"
0.5,0.42,35,7.77320284,"2-2"
0.5,0.44,35,7.78211848,"2-2"
0.5,0.46,35,7.79102866,"2-2"
0.5,0.48,35,7.8000446,"2-2"
0.5,0.5,35,7.809142,"2-2"
0.5,0.52,36,7.81826624,"2-2"
0.5,0.54,36,7.82743642,"2-2"
0.5,0.56,36,7.83660472,"2-2"
0.5,0.58,36,7.84578378,"2-2"
0.5,0.6,36,7.854946,"2-2"
0.5,0.62,36,7.86412204,"2-2"
0.5,0.64,37,7.87329968,"2-2"
0.5,0.66,37,7.88248114,"2-2"
0.5,0.68,37,7.8917042,"2-2"
0.5,0.7,37,7.9009792,"2-2"
0.5,0.72,37,7.9102562,"2-2"
0.5,0.74,38,7.91954836,"2-2"
0.5,0.76,38,7.92884868,"2-2"
0.5,0.78,38,7.93813614,"2-2"
0.5,0.8,38,7.9474374,"2-2"
0.5,0.82,38,7.95674896,"2-2"
0.5,0.84,38,7.96607988,"2-2"
0.5,0.86,38,7.97544682,"2-2"
0.5,0.88,39,7.98480968,"2-2"
0.5,0.9,39,7.9941698,"2-2"
0.5,0.92,39,8.00356008,"2-2"
0.5,0.94,39,8.01296582,"2-2"
0.5,0.96,39,8.02237228,"2-2"
0.5,0.98,39,8.03180708,"2-2"
0.5,1,39,8.04128,"2-2"
0.52,0,31,7.65141256,"2-1"
0.52,0.02,31,7.6514225344,"2-1"
0.52,0.04,31,7.6514273888,"2-1"
0.52,0.06,31,7.6514331328,"2-1"
0.52,0.08,31,7.6525650784,"2-1"
0.52,0.1,31,7.658197728,"2-2"
0.52,0.12,32,7.6645554272,"2-2"
0.52,0.14,32,7.6709387728,"2-2"
0.52,0.16,32,7.6779387552,"2-2"
0.52,0.18,32,7.6857605152,"2-2"
0.52,0.2,32,7.694026064,"2-2"
0.52,0.22,33,7.702312336,"2-2"
0.52,0.24,33,7.7106139008,"2-2"
0.52,0.26,33,7.7189296992,"2-2"
0.52,0.28,33,7.7272767456,"2-2"
0.52,0.3,34,7.735963416,"2-2"
0.52,0.32,34,7.744751248,"2-2"
0.52,0.34,34,7.7536614608,"2-2"
0.52,0.36,34,7.762618464,"2-2"
0.52,0.38,35,7.7715834752,"2-2"
0.52,0.4,35,7.780548432,"2-2"
0.52,0.42,35,7.7895106736,"2-2"
0.52,0.44,35,7.7984761536,"2-2"
0.52,0.46,35,7.8074659936,"2-2"
0.52,0.48,36,7.8165306112,"2-2"
0.52,0.5,36,7.82568432,"2-2"
0.52,0.52,36,7.8348632256,"2-2"
0.52,0.54,36,7.844120096,"2-2"
0.52,0.56,36,7.8533417472,"2-2"
0.52,0.58,36,7.862567128,"2-2"
0.52,0.6,37,7.871826752,"2-2"
0.52,0.62,37,7.8810436928,"2-2"
0.52,0.64,37,7.8902798912,"2-2"
0.52,0.66,37,7.899525704,"2-2"
0.52,0.68,37,7.9088285024,"2-2"
0.52,0.7,37,7.918168328,"2-2"
0.52,0.72,38,7.9275146784,"2-2"
0.52,0.74,38,7.9368806432,"2-2"
0.52,0.76,38,7.946243888,"2-2"
0.52,0.78,38,7.9555989152,"2-2"
0.52,0.8,38,7.964965696,"2-2"
0.52,0.82,38,7.9743383136,"2-2"
0.52,0.84,39,7.9837625376,"2-2"
0.52,0.86,39,7.9931880176,"2-2"
0.52,0.88,39,8.0026288352,"2-2"
0.52,0.9,39,8.012056064,"2-2"
0.52,0.92,39,8.0215074624,"2-2"
0.52,0.94,39,8.0309873584,"2-2"
0.52,0.96,39,8.040478048,"2-2"
0.52,0.98,40,8.0499947936,"2-2"
0.52,1,40,8.05954536,"2-2"
0.54,0,32,7.66736332,"2-1"
0.54,0.02,32,7.6673747152,"2-1"
0.54,0.04,32,7.6673807104,"2-1"
0.54,0.06,32,7.6673867056,"2-1"
0.54,0.08,32,7.6685873968,"2-1"
0.54,0.1,32,7.674300676,"2-2"
0.54,0.12,32,7.6806939552,"2-2"
0.54,0.14,32,7.6871130984,"2-2"
0.54,0.16,32,7.6941825104,"2-2"
0.54,0.18,33,7.7020868536,"2-2"
0.54,0.2,33,7.710411664,"2-2"
0.54,0.22,33,7.7187339712,"2-2"
0.54,0.24,33,7.7270591344,"2-2"
0.54,0.26,34,7.7353934632,"2-2"
0.54,0.28,34,7.7437613936,"2-2"
0.54,0.3,34,7.752486312,"2-2"
0.54,0.32,34,7.7613184192,"2-2"
0.54,0.34,34,7.7702612408,"2-2"
0.54,0.36,35,7.7792461216,"2-2"
0.54,0.38,35,7.7882320712,"2-2"
0.54,0.4,35,7.797217216,"2-2"
0.54,0.42,35,7.8062036368,"2-2"
0.54,0.44,36,7.8151907824,"2-2"
0.54,0.46,36,7.8242056128,"2-2"
0.54,0.48,36,7.8333021056,"2-2"
0.54,0.5,36,7.84253244,"2-2"
0.54,0.52,36,7.8517580784,"2-2"
0.54,0.54,36,7.8610353904,"2-2"
0.54,0.56,37,7.8703173392,"2-2"
0.54,0.58,37,7.8795881648,"2-2"
0.54,0.6,37,7.8888712,"2-2"
0.54,0.62,37,7.8981536944,"2-2"
0.54,0.64,37,7.9074331824,"2-2"
0.54,0.66,37,7.9167438768,"2-2"
0.54,0.68,38,7.9260842544,"2-2"
0.54,0.7,38,7.935529268,"2-2"
0.54,0.72,38,7.9449135808,"2-2"
0.54,0.74,38,7.9543613384,"2-2"
0.54,0.76,38,7.963767064,"2-2"
0.54,0.78,38,7.9731837256,"2-2"
0.54,0.8,39,7.982598464,"2-2"
0.54,0.82,39,7.9920440336,"2-2"
0.54,0.84,39,8.0015596288,"2-2"
0.54,0.86,39,8.0110575792,"2-2"
0.54,0.88,39,8.020568304,"2-2"
0.54,0.9,39,8.030061928,"2-2"
0.54,0.92,39,8.039588992,"2-2"
0.54,0.94,40,8.0491324296,"2-2"
0.54,0.96,40,8.0587003856,"2-2"
0.54,0.98,40,8.0682907048,"2-2"
0.54,1,40,8.07790688,"2-2"
0.56,0,32,7.68331544,"2-1"
0.56,0.02,32,7.6833268704,"2-1"
0.56,0.04,32,7.6833324416,"2-1"
0.56,0.06,32,7.6833400224,"2-1"
0.56,0.08,32,7.6846078528,"2-1"
0.56,0.1,32,7.690410152,"2-2"
0.56,0.12,33,7.6968372224,"2-2"
0.56,0.14,33,7.7032958144,"2-2"
0.56,0.16,33,7.710436896,"2-2"
0.56,0.18,33,7.7184223088,"2-2"
0.56,0.2,33,7.726805696,"2-2"
0.56,0.22,34,7.735186416,"2-2"
0.56,0.24,34,7.7435734624,"2-2"
0.56,0.26,34,7.7519642832,"2-2"
0.56,0.28,34,7.7603962848,"2-2"
0.56,0.3,34,7.769195272,"2-2"
0.56,0.32,35,7.7781085312,"2-2"
0.56,0.34,35,7.787131944,"2-2"
0.56,0.36,35,7.7961873408,"2-2"
0.56,0.38,35,7.8052378976,"2-2"
0.56,0.4,35,7.814294416,"2-2"
0.56,0.42,36,7.8233585872,"2-2"
0.56,0.44,36,7.8324195904,"2-2"
0.56,0.46,36,7.8415082816,"2-2"
0.56,0.48,36,7.8506561024,"2-2"
0.56,0.5,36,7.85993404,"2-2"
0.56,0.52,37,7.8692179872,"2-2"
0.56,0.54,37,7.8785450128,"2-2"
0.56,0.56,37,7.8878730464,"2-2"
0.56,0.58,37,7.8971970032,"2-2"
0.56,0.6,37,7.906526112,"2-2"
0.56,0.62,37,7.915853488,"2-2"
0.56,0.64,38,7.92518784,"2-2"
0.56,0.66,38,7.9345361152,"2-2"
0.56,0.68,38,7.943924096,"2-2"
0.56,0.7,38,7.953367392,"2-2"
0.56,0.72,38,7.962810576,"2-2"
0.56,0.74,38,7.972273856,"2-2"
0.56,0.76,39,7.9817302624,"2-2"
0.56,0.78,39,7.9911908768,"2-2"
0.56,0.8,39,8.000651104,"2-2"
0.56,0.82,39,8.010120744,"2-2"
0.56,0.84,39,8.0196389376,"2-2"
0.56,0.86,39,8.0291664128,"2-2"
0.56,0.88,39,8.0386997952,"2-2"
0.56,0.9,40,8.048229272,"2-2"
0.56,0.92,40,8.0577807712,"2-2"
0.56,0.94,40,8.0673734288,"2-2"
0.56,0.96,40,8.0769816576,"2-2"
0.56,0.98,40,8.0866208432,"2-2"
0.56,1,40,8.0963344,"2-2"
0.58,0,33,7.69926688,"2-1"
0.58,0.02,33,7.6992789144,"2-1"
0.58,0.04,33,7.6992872544,"2-1"
0.58,0.06,33,7.6992952232,"2-1"
0.58,0.08,33,7.7006276752,"2-1"
0.58,0.1,33,7.706517848,"2-2"
0.58,0.12,33,7.7129830064,"2-2"
0.58,0.14,33,7.719477772,"2-2"
0.58,0.16,33,7.7266887984,"2-2"
0.58,0.18,34,7.7347553368,"2-2"
0.58,0.2,34,7.74319776,"2-2"
0.58,0.22,34,7.751638284,"2-2"
0.58,0.24,34,7.7600890816,"2-2"
0.58,0.26,34,7.768539028,"2-2"
0.58,0.28,35,7.7770323088,"2-2"
0.58,0.3,35,7.785913956,"2-2"
0.58,0.32,35,7.7949060848,"2-2"
0.58,0.34,35,7.8039954672,"2-2"
0.58,0.36,35,7.813127824,"2-2"
0.58,0.38,36,7.822252636,"2-2"
0.58,0.4,36,7.83137388,"2-2"
0.58,0.42,36,7.8405085464,"2-2"
0.58,0.44,36,7.8496403584,"2-2"
0.58,0.46,36,7.8588021928,"2-2"
0.58,0.48,37,7.8680300672,"2-2"
0.58,0.5,37,7.87738452,"2-2"
0.58,0.52,37,7.886746272,"2-2"
0.58,0.54,37,7.8961497616,"2-2"
0.58,0.56,37,7.9055522496,"2-2"
0.58,0.58,37,7.9149598616,"2-2"
0.58,0.6,38,7.92436568,"2-2"
0.58,0.62,38,7.9337740328,"2-2"
0.58,0.64,38,7.9431818208,"2-2"
0.58,0.66,38,7.9526050328,"2-2"
0.58,0.68,38,7.9620732464,"2-2"
0.58,0.7,38,7.971593372,"2-2"
0.58,0.72,39,7.9811241984,"2-2"
0.58,0.74,39,7.9906654152,"2-2"
0.58,0.76,39,8.0002064128,"2-2"
0.58,0.78,39,8.0097407056,"2-2"
0.58,0.8,39,8.019279,"2-2"
0.58,0.82,39,8.0288320904,"2-2"
0.58,0.84,39,8.0384314512,"2-2"
0.58,0.86,40,8.0480474432,"2-2"
0.58,0.88,40,8.0576566288,"2-2"
0.58,0.9,40,8.067277052,"2-2"
0.58,0.92,40,8.0769100256,"2-2"
0.58,0.94,40,8.0865748864,"2-2"
0.58,0.96,40,8.0962426176,"2-2"
0.58,0.98,40,8.1059319384,"2-2"
0.58,1,40,8.11566432,"2-2"
0.6,0,33,7.71522,"2-1"
0.6,0.02,33,7.715234888,"2-1"
0.6,0.04,33,7.715241568,"2-1"
0.6,0.06,33,7.715249752,"2-1"
0.6,0.08,33,7.716653168,"2-1"
0.6,0.1,33,7.72262844,"2-2"
0.6,0.12,33,7.729128896,"2-2"
0.6,0.14,34,7.735661992,"2-2"
0.6,0.16,34,7.742943392,"2-2"
0.6,0.18,34,7.751092152,"2-2"
0.6,0.2,34,7.75959504,"2-2"
0.6,0.22,34,7.768096656,"2-2"
0.6,0.24,35,7.776604368,"2-2"
0.6,0.26,35,7.785115688,"2-2"
0.6,0.28,35,7.793669008,"2-2"
0.6,0.3,35,7.80262548,"2-2"
0.6,0.32,35,7.811697584,"2-2"
0.6,0.34,36,7.820861344,"2-2"
0.6,0.36,36,7.830060496,"2-2"
0.6,0.38,36,7.83925844,"2-2"
0.6,0.4,36,7.84846328,"2-2"
0.6,0.42,36,7.857665104,"2-2"
0.6,0.44,37,7.866866912,"2-2"
0.6,0.46,37,7.876099752,"2-2"
0.6,0.48,37,7.885401952,"2-2"
0.6,0.5,37,7.8948408,"2-2"
0.6,0.52,37,7.904280624,"2-2"
0.6,0.54,37,7.913755856,"2-2"
0.6,0.56,38,7.923241712,"2-2"
0.6,0.58,38,7.932724208,"2-2"
0.6,0.6,38,7.9422032,"2-2"
0.6,0.62,38,7.9516878,"2-2"
0.6,0.64,38,7.961176432,"2-2"
0.6,0.66,38,7.970679416,"2-2"
0.6,0.68,39,7.980229184,"2-2"
0.6,0.7,39,7.98982868,"2-2"
0.6,0.72,39,7.999438976,"2-2"
0.6,0.74,39,8.009060816,"2-2"
0.6,0.76,39,8.01867808,"2-2"
0.6,0.78,39,8.02829604,"2-2"
0.6,0.8,39,8.03791984,"2-2"
0.6,0.82,39,8.047548056,"2-2"
0.6,0.84,40,8.057237344,"2-2"
0.6,0.86,40,8.066930288,"2-2"
0.6,0.88,40,8.07662232,"2-2"
0.6,0.9,40,8.08632332,"2-2"
0.6,0.92,40,8.096035872,"2-2"
0.6,0.94,40,8.105783928,"2-2"
0.6,0.96,40,8.115535632,"2-2"
0.6,0.98,41,8.12531216,"2-2"
0.6,1,41,8.1351308,"2-2"
0.62,0,34,7.73117828,"2-1"
0.62,0.02,34,7.7311937416,"2-1"
0.62,0.04,34,7.7312026336,"2-1"
0.62,0.06,34,7.7312114192,"2-1"
0.62,0.08,34,7.7326853104,"2-1"
0.62,0.1,34,7.738737208,"2-2"
0.62,0.12,34,7.7452801632,"2-2"
0.62,0.14,34,7.7518505224,"2-2"
0.62,0.16,34,7.7592048704,"2-2"
0.62,0.18,34,7.7674292728,"2-2"
0.62,0.2,35,7.775988824,"2-2"
0.62,0.22,35,7.7845536872,"2-2"
0.62,0.24,35,7.7931199536,"2-2"
0.62,0.26,35,7.8016930208,"2-2"
0.62,0.28,35,7.8103117472,"2-2"
0.62,0.3,36,7.819345784,"2-2"
0.62,0.32,36,7.8284890016,"2-2"
0.62,0.34,36,7.8377267744,"2-2"
0.62,0.36,36,7.8470035712,"2-2"
0.62,0.38,36,7.856270584,"2-2"
0.62,0.4,37,7.86554088,"2-2"
0.62,0.42,37,7.8748180968,"2-2"
0.62,0.44,37,7.8840926656,"2-2"
0.62,0.46,37,7.8933950352,"2-2"
0.62,0.48,37,7.9027809504,"2-2"
0.62,0.5,37,7.91229336,"2-2"
0.62,0.52,38,7.921808568,"2-2"
0.62,0.54,38,7.9313610208,"2-2"
0.62,0.56,38,7.9409276832,"2-2"
0.62,0.58,38,7.950488312,"2-2"
0.62,0.6,38,7.960043032,"2-2"
0.62,0.62,38,7.9696047344,"2-2"
0.62,0.64,38,7.979169104,"2-2"
0.62,0.66,39,7.9887508104,"2-2"
0.62,0.68,39,7.9983753584,"2-2"
0.62,0.7,39,8.008060312,"2-2"
0.62,0.72,39,8.0177506368,"2-2"
0.62,0.74,39,8.027451284,"2-2"
0.62,0.76,39,8.0371483872,"2-2"
0.62,0.78,39,8.0468534488,"2-2"
0.62,0.8,40,8.056550216,"2-2"
0.62,0.82,40,8.0662637632,"2-2"
0.62,0.84,40,8.076023104,"2-2"
0.62,0.86,40,8.0858071816,"2-2"
0.62,0.88,40,8.0955874928,"2-2"
0.62,0.9,40,8.105363672,"2-2"
0.62,0.92,40,8.1151692304,"2-2"
0.62,0.94,41,8.1249953224,"2-2"
0.62,0.96,41,8.1348305776,"2-2"
0.62,0.98,41,8.1446899496,"2-2"
0.62,1,41,8.15459676,"2-2"
0.64,0,34,7.74714056,"2-1"
0.64,0.02,34,7.747160504,"2-1"
0.64,0.04,34,7.747170048,"2-1"
0.64,0.06,34,7.747179592,"2-1"
0.64,0.08,34,7.7487237152,"2-1"
0.64,0.1,34,7.754855912,"2-2"
0.64,0.12,34,7.7614321184,"2-2"
0.64,0.14,34,7.7680225344,"2-2"
0.64,0.16,35,7.7754503072,"2-2"
0.64,0.18,35,7.7837625904,"2-2"
0.64,0.2,35,7.792382416,"2-2"
0.64,0.22,35,7.8010028464,"2-2"
0.64,0.24,35,7.8096253376,"2-2"
0.64,0.26,36,7.8182624912,"2-2"
0.64,0.28,36,7.8269391392,"2-2"
0.64,0.3,36,7.836055432,"2-2"
0.64,0.32,36,7.845278864,"2-2"
0.64,0.34,36,7.8545871968,"2-2"
0.64,0.36,36,7.8639323904,"2-2"
0.64,0.38,37,7.87327484,"2-2"
0.64,0.4,37,7.882618,"2-2"
0.64,0.42,37,7.8919702496,"2-2"
0.64,0.44,37,7.9013182464,"2-2"
0.64,0.46,37,7.9106929472,"2-2"
0.64,0.48,38,7.9201462496,"2-2"
0.64,0.5,38,7.9297408,"2-2"
0.64,0.52,38,7.9393384672,"2-2"
0.64,0.54,38,7.9489677648,"2-2"
0.64,0.56,38,7.9586064704,"2-2"
0.64,0.58,38,7.9682428832,"2-2"
0.64,0.6,38,7.9778804,"2-2"
0.64,0.62,39,7.9875242816,"2-2"
0.64,0.64,39,7.997162624,"2-2"
0.64,0.66,39,8.0068199744,"2-2"
0.64,0.68,39,8.0165290144,"2-2"
0.64,0.7,39,8.026293968,"2-2"
0.64,0.72,39,8.0360681408,"2-2"
0.64,0.74,39,8.0458503872,"2-2"
0.64,0.76,40,8.0556213792,"2-2"
0.64,0.78,40,8.0654034144,"2-2"
0.64,0.8,40,8.075182144,"2-2"
0.64,0.82,40,8.084976128,"2-2"
0.64,0.84,40,8.0948266624,"2-2"
0.64,0.86,40,8.1046856272,"2-2"
0.64,0.88,40,8.1145455296,"2-2"
0.64,0.9,41,8.124408528,"2-2"
0.64,0.92,41,8.134295728,"2-2"
0.64,0.94,41,8.1442082288,"2-2"
0.64,0.96,41,8.1541255584,"2-2"
0.64,0.98,41,8.164069448,"2-2"
0.64,1,41,8.17406216,"2-2"
0.66,0,34,7.76312792,"2-1"
0.66,0.02,34,7.763147516,"2-1"
0.66,0.04,34,7.763157792,"2-1"
0.66,0.06,34,7.763168068,"2-1"
0.66,0.08,34,7.7647909968,"2-1"
0.66,0.1,35,7.771004364,"2-2"
0.66,0.12,35,7.7776106096,"2-2"
0.66,0.14,35,7.7842551448,"2-2"
0.66,0.16,35,7.791750928,"2-2"
0.66,0.18,35,7.8001315168,"2-2"
0.66,0.2,35,7.80882136,"2-2"
0.66,0.22,36,7.8174975592,"2-2"
0.66,0.24,36,7.8261830896,"2-2"
0.66,0.26,36,7.8348773544,"2-2"
0.66,0.28,36,7.8436183552,"2-2"
0.66,0.3,36,7.852806304,"2-2"
0.66,0.32,36,7.8621060064,"2-2"
0.66,0.34,37,7.8714923064,"2-2"
0.66,0.36,37,7.880904704,"2-2"
0.66,0.38,37,7.890317872,"2-2"
0.66,0.4,37,7.899728928,"2-2"
0.66,0.42,37,7.9091419312,"2-2"
0.66,0.44,37,7.9185633152,"2-2"
0.66,0.46,38,7.9280106824,"2-2"
0.66,0.48,38,7.9375383952,"2-2"
0.66,0.5,38,7.94720546,"2-2"
0.66,0.52,38,7.9568929296,"2-2"
0.66,0.54,38,7.9665982096,"2-2"
0.66,0.56,38,7.9763070448,"2-2"
0.66,0.58,39,7.9860199592,"2-2"
0.66,0.6,39,7.995734504,"2-2"
0.66,0.62,39,8.0054520536,"2-2"
0.66,0.64,39,8.015170848,"2-2"
0.66,0.66,39,8.0249005752,"2-2"
0.66,0.68,39,8.034687016,"2-2"
0.66,0.7,39,8.04452818,"2-2"
0.66,0.72,40,8.0543814896,"2-2"
0.66,0.74,40,8.0642408696,"2-2"
0.66,0.76,40,8.0741059712,"2-2"
0.66,0.78,40,8.0839607672,"2-2"
0.66,0.8,40,8.093819424,"2-2"
0.66,0.82,40,8.1036952232,"2-2"
0.66,0.84,40,8.1136254816,"2-2"
0.66,0.86,41,8.1235650416,"2-2"
0.66,0.88,41,8.1335142416,"2-2"
0.66,0.9,41,8.143454128,"2-2"
0.66,0.92,41,8.1534231456,"2-2"
0.66,0.94,41,8.163418436,"2-2"
0.66,0.96,41,8.1734182464,"2-2"
0.66,0.98,41,8.1834550592,"2-2"
0.66,1,41,8.19353276,"2-2"
0.68,0,35,7.77917472,"2-1"
0.68,0.02,35,7.7791928464,"2-1"
0.68,0.04,35,7.7792032384,"2-1"
0.68,0.06,35,7.7792136992,"2-1"
0.68,0.08,35,7.780914128,"2-1"
0.68,0.1,35,7.78717208,"2-2"
0.68,0.12,35,7.7938252576,"2-2"
0.68,0.14,35,7.8004518208,"2-2"
0.68,0.16,35,7.808018752,"2-2"
0.68,0.18,36,7.8165478048,"2-2"
0.68,0.2,36,7.82526848,"2-2"
0.68,0.22,36,7.834004888,"2-2"
0.68,0.24,36,7.8427417952,"2-2"
0.68,0.26,36,7.851502344,"2-2"
0.68,0.28,36,7.8602565408,"2-2"
0.68,0.3,37,7.869540424,"2-2"
0.68,0.32,37,7.8789381504,"2-2"
0.68,0.34,37,7.8883913536,"2-2"
0.68,0.36,37,7.8978714752,"2-2"
0.68,0.38,37,7.9073477776,"2-2"
0.68,0.4,37,7.916825568,"2-2"
0.68,0.42,38,7.926310128,"2-2"
0.68,0.44,38,7.9358008576,"2-2"
0.68,0.46,38,7.9453203856,"2-2"
0.68,0.48,38,7.9549329472,"2-2"
0.68,0.5,38,7.96468932,"2-2"
0.68,0.52,38,7.9744382848,"2-2"
0.68,0.54,39,7.9842251456,"2-2"
0.68,0.56,39,7.9940099232,"2-2"
0.68,0.58,39,8.0037993008,"2-2"
0.68,0.6,39,8.01359224,"2-2"
0.68,0.62,39,8.0233820768,"2-2"
0.68,0.64,39,8.033174864,"2-2"
0.68,0.66,39,8.0429821456,"2-2"
0.68,0.68,40,8.0528432032,"2-2"
0.68,0.7,40,8.062775888,"2-2"
0.68,0.72,40,8.0727072096,"2-2"
0.68,0.74,40,8.0826474944,"2-2"
0.68,0.76,40,8.0925895104,"2-2"
0.68,0.78,40,8.1025217952,"2-2"
0.68,0.8,40,8.112460016,"2-2"
0.68,0.82,40,8.1224077744,"2-2"
0.68,0.84,41,8.1324291776,"2-2"
0.68,0.86,41,8.1424493456,"2-2"
0.68,0.88,41,8.1524810912,"2-2"
0.68,0.9,41,8.162507312,"2-2"
0.68,0.92,41,8.1725599584,"2-2"
0.68,0.94,41,8.1826388384,"2-2"
0.68,0.96,41,8.19271688,"2-2"
0.68,0.98,41,8.2028381328,"2-2"
0.68,1,42,8.2130072,"2-2"
0.7,0,35,7.7952894,"2-1"
0.7,0.02,35,7.795304552,"2-1"
0.7,0.04,35,7.79531408,"2-1"
0.7,0.06,35,7.795323912,"2-1"
0.7,0.08,35,7.797119992,"2-1"
0.7,0.1,35,7.8034479,"2-2"
0.7,0.12,35,7.810120984,"2-2"
0.7,0.14,36,7.816838988,"2-2"
0.7,0.16,36,7.824480504,"2-2"
0.7,0.18,36,7.833023084,"2-2"
0.7,0.2,36,7.84181112,"2-2"
0.7,0.22,36,7.850606696,"2-2"
0.7,0.24,36,7.85939836,"2-2"
0.7,0.26,37,7.868205004,"2-2"
0.7,0.28,37,7.87705872,"2-2"
0.7,0.3,37,7.88639356,"2-2"
0.7,0.32,37,7.895860808,"2-2"
0.7,0.34,37,7.905392888,"2-2"
0.7,0.36,37,7.914931408,"2-2"
0.7,0.38,38,7.924484956,"2-2"
0.7,0.4,38,7.93404232,"2-2"
0.7,0.42,38,7.943570524,"2-2"
0.7,0.44,38,7.953123552,"2-2"
0.7,0.46,38,7.962710272,"2-2"
0.7,0.48,38,7.97238668,"2-2"
0.7,0.5,39,7.9822118,"2-2"
0.7,0.52,39,7.992042648,"2-2"
0.7,0.54,39,8.001921524,"2-2"
0.7,0.56,39,8.01178912,"2-2"
0.7,0.58,39,8.021641824,"2-2"
0.7,0.6,39,8.03149676,"2-2"
0.7,0.62,39,8.041363528,"2-2"
0.7,0.64,40,8.051214392,"2-2"
0.7,0.66,40,8.061096252,"2-2"
